CityName,TownName,VilCode,VilName,NesatAndHaitang,Megi
台北市,松山區,6300100-002,莊敬里,0.9603380465787672,0.8712653796854251
台北市,松山區,6300100-003,東榮里,0.3038413632093264,0.5230403976876943
台北市,松山區,6300100-004,三民里,0.3038413632093264,0.5230403976876943
台北市,松山區,6300100-005,新益里,0.22486579981862476,0.4325248253753151
台北市,松山區,6300100-006,富錦里,0.2516200850324213,0.319767769032516
台北市,松山區,6300100-007,新東里,0.27787432110074217,0.3920421349000043
台北市,松山區,6300100-008,富泰里,0.2516200850324213,0.319767769032516
台北市,松山區,6300100-009,介壽里,0.3038413632093264,0.5230403976876943
台北市,松山區,6300100-010,精忠里,0.5798033498012425,1.7534092935673828
台北市,松山區,6300100-011,東光里,0.3038413632093264,0.5230403976876943
台北市,松山區,6300100-012,龍田里,0.31024354296543866,0.5611688485117856
台北市,松山區,6300100-013,東昌里,0.3038413632093264,0.5230403976876943
台北市,松山區,6300100-014,東勢里,0.24317788890489833,0.2613483570588526
台北市,松山區,6300100-015,中華里,0.2516200850324213,0.319767769032516
台北市,松山區,6300100-016,民有里,0.24317788890489833,0.2613483570588526
台北市,松山區,6300100-017,民福里,0.5580581873145043,0.9534388698675385
台北市,松山區,6300100-018,慈祐里,0.3652010528942773,0.56067457582498
台北市,松山區,6300100-019,安平里,0.31219219545945043,0.423370303727175
台北市,松山區,6300100-020,鵬程里,0.2750737028793724,0.3832326645170512
台北市,松山區,6300100-021,自強里,0.24317788890489833,0.2613483570588526
台北市,松山區,6300100-022,吉祥里,0.3498262281233697,0.42197742723025167
台北市,松山區,6300100-024,新聚里,0.3038413632093264,0.5230403976876943
台北市,松山區,6300100-025,復盛里,0.2516200850324213,0.319767769032516
台北市,松山區,6300100-026,中正里,0.24317788890489833,0.2613483570588526
台北市,松山區,6300100-027,中崙里,0.3038413632093264,0.5230403976876943
台北市,松山區,6300100-028,美仁里,0.2516200850324213,0.319767769032516
台北市,松山區,6300100-029,吉仁里,0.2516200850324213,0.319767769032516
台北市,松山區,6300100-030,敦化里,0.3038413632093264,0.5230403976876943
台北市,松山區,6300100-031,復源里,0.3038413632093264,0.5230403976876943
台北市,松山區,6300100-032,復建里,0.24317788890489833,0.2613483570588526
台北市,松山區,6300100-033,復勢里,0.2578783140507497,0.40213197060290673
台北市,松山區,6300100-034,福成里,0.2516200850324213,0.319767769032516
台北市,松山區,6300100-035,松基里,0.3038413632093264,0.5230403976876943
台北市,信義區,6300200-001,西村里,0.4510836642569458,0.6857661162381383
台北市,信義區,6300200-002,正和里,0.4510836642569458,0.6857661162381383
台北市,信義區,6300200-003,興隆里,0.4510836642569458,0.6857661162381383
台北市,信義區,6300200-004,中興里,0.3004030966484801,0.2695282722525567
台北市,信義區,6300200-005,新仁里,0.3287264356999269,0.36452200249874855
台北市,信義區,6300200-006,興雅里,0.3492192781854617,0.4186894003080135
台北市,信義區,6300200-007,敦厚里,0.35902476502475644,0.3927253043446033
台北市,信義區,6300200-008,廣居里,0.5506989712384571,1.1028462537881056
台北市,信義區,6300200-009,安康里,0.4510836642569458,0.6857661162381383
台北市,信義區,6300200-010,六藝里,0.3492192781854617,0.4186894003080135
