CityName,TownName,VilCode,VilName,NesatAndHaitang,Megi
台北市,松山區,6300100-002,莊敬里,60.499383628051625,106.06758214023692
台北市,松山區,6300100-003,東榮里,56.87461878899642,38.151094663107294
台北市,松山區,6300100-004,三民里,56.87461878899642,38.151094663107294
台北市,松山區,6300100-005,新益里,49.90040645459699,34.17304778355161
台北市,松山區,6300100-006,富錦里,50.30828545138779,33.766696686372924
台北市,松山區,6300100-007,新東里,52.35279293845275,35.869411768514276
台北市,松山區,6300100-008,富泰里,50.30828545138779,33.766696686372924
台北市,松山區,6300100-009,介壽里,56.87461878899642,38.151094663107294
台北市,松山區,6300100-010,精忠里,52.079716594984184,35.004300057533136
台北市,松山區,6300100-011,東光里,56.87461878899642,38.36660186391866
台北市,松山區,6300100-012,龍田里,50.294490140027,33.98220388718428
台北市,松山區,6300100-013,東昌里,56.87461878899642,38.151094663107294
台北市,松山區,6300100-014,東勢里,50.294490140027,33.98220388718428
台北市,松山區,6300100-015,中華里,50.30828545138779,33.766696686372924
台北市,松山區,6300100-016,民有里,50.294490140027,33.766696686372924
台北市,松山區,6300100-017,民福里,54.54281260938321,42.68229598930209
台北市,松山區,6300100-018,慈祐里,53.14114757188955,38.315755963661694
台北市,松山區,6300100-019,安平里,53.22570227911209,36.95782830998497
台北市,松山區,6300100-020,鵬程里,53.41713276100323,39.16748673746418
台北市,松山區,6300100-021,自強里,50.294490140027,33.98220388718428
台北市,松山區,6300100-022,吉祥里,55.0593325361636,35.42105294012562
台北市,松山區,6300100-024,新聚里,56.87461878899642,38.36660186391866
台北市,松山區,6300100-025,復盛里,50.30828545138779,33.98220388718428
台北市,松山區,6300100-026,中正里,50.294490140027,33.98220388718428
台北市,松山區,6300100-027,中崙里,56.87461878899642,38.36660186391866
台北市,松山區,6300100-028,美仁里,50.30828545138779,33.98220388718428
台北市,松山區,6300100-029,吉仁里,50.30828545138779,33.98220388718428
台北市,松山區,6300100-030,敦化里,56.87461878899642,38.36660186391866
台北市,松山區,6300100-031,復源里,56.87461878899642,38.36660186391866
台北市,松山區,6300100-032,復建里,50.294490140027,33.98220388718428
台北市,松山區,6300100-033,復勢里,53.41713276100323,39.38299393827553
台北市,松山區,6300100-034,福成里,50.30828545138779,33.98220388718428
台北市,松山區,6300100-035,松基里,56.87461878899642,38.151094663107294
台北市,信義區,6300200-001,西村里,56.672283009366836,41.19642961581923
台北市,信義區,6300200-002,正和里,56.672283009366836,41.19642961581923
台北市,信義區,6300200-003,興隆里,56.672283009366836,41.19642961581923
台北市,信義區,6300200-004,中興里,50.348198110836904,36.75356481706426
台北市,信義區,6300200-005,新仁里,49.53396801686741,34.84754603914346
