CityName,TownName,VilCode,VilName,NesatAndHaitang,Megi
台北市,松山區,6300100-002,莊敬里,49.9723366242,43.967106239
台北市,松山區,6300100-003,東榮里,20.9033506211,14.8981202358
台北市,松山區,6300100-004,三民里,20.9033506211,14.8981202358
台北市,松山區,6300100-005,新益里,20.9033506211,14.8981202358
台北市,松山區,6300100-006,富錦里,20.9033506211,14.8981202358
台北市,松山區,6300100-007,新東里,20.9033506211,14.8981202358
台北市,松山區,6300100-008,富泰里,20.9033506211,14.8981202358
台北市,松山區,6300100-009,介壽里,20.9033506211,14.8981202358
台北市,松山區,6300100-010,精忠里,20.9033506211,14.8981202358
台北市,松山區,6300100-011,東光里,20.9033506211,14.8981202358
台北市,松山區,6300100-012,龍田里,20.9033506211,14.8981202358
台北市,松山區,6300100-013,東昌里,20.9033506211,14.8981202358
台北市,松山區,6300100-014,東勢里,20.9033506211,14.8981202358
台北市,松山區,6300100-015,中華里,20.9033506211,14.8981202358
台北市,松山區,6300100-016,民有里,20.9033506211,14.8981202358
台北市,松山區,6300100-017,民福里,49.9723366242,43.967106239
台北市,松山區,6300100-018,慈祐里,20.9033506211,14.8981202358
台北市,松山區,6300100-019,安平里,20.9033506211,14.8981202358
台北市,松山區,6300100-020,鵬程里,20.9033506211,14.8981202358
台北市,松山區,6300100-021,自強里,20.9033506211,14.8981202358
台北市,松山區,6300100-022,吉祥里,49.9723366242,43.967106239
台北市,松山區,6300100-024,新聚里,20.9033506211,14.8981202358
台北市,松山區,6300100-025,復盛里,20.9033506211,14.8981202358
台北市,松山區,6300100-026,中正里,20.9033506211,14.8981202358
台北市,松山區,6300100-027,中崙里,20.9033506211,14.8981202358
台北市,松山區,6300100-028,美仁里,20.9033506211,14.8981202358
台北市,松山區,6300100-029,吉仁里,20.9033506211,14.8981202358
台北市,松山區,6300100-030,敦化里,20.9033506211,14.8981202358
台北市,松山區,6300100-031,復源里,20.9033506211,14.8981202358
台北市,松山區,6300100-032,復建里,20.9033506211,14.8981202358
台北市,松山區,6300100-033,復勢里,20.9033506211,14.8981202358
台北市,松山區,6300100-034,福成里,20.9033506211,14.8981202358
台北市,松山區,6300100-035,松基里,20.9033506211,14.8981202358
台北市,信義區,6300200-001,西村里,20.9033506211,14.8981202358
台北市,信義區,6300200-002,正和里,20.9033506211,14.8981202358
台北市,信義區,6300200-003,興隆里,20.9033506211,14.8981202358
台北市,信義區,6300200-004,中興里,20.9033506211,14.8981202358
台北市,信義區,6300200-005,新仁里,20.9033506211,14.8981202358
台北市,信義區,6300200-006,興雅里,20.9033506211,14.8981202358
台北市,信義區,6300200-007,敦厚里,20.9033506211,14.8981202358
台北市,信義區,6300200-008,廣居里,20.9033506211,14.8981202358
台北市,信義區,6300200-009,安康里,20.9033506211,14.8981202358
台北市,信義區,6300200-010,六藝里,20.9033506211,14.8981202358
台北市,信義區,6300200-011,雅祥里,20.9033506211,14.8981202358
台北市,信義區,6300200-012,五常里,20.9033506211,14.8981202358
台北市,信義區,6300200-013,五全里,20.9033506211,14.8981202358
台北市,信義區,6300200-014,永吉里,20.9033506211,14.8981202358
台北市,信義區,6300200-015,長春里,20.9033506211,14.8981202358
台北市,信義區,6300200-016,四育里,20.9033506211,14.8981202358
台北市,信義區,6300200-017,四維里,20.9033506211,14.8981202358
台北市,信義區,6300200-018,永春里,20.9033506211,14.8981202358
台北市,信義區,6300200-019,富臺里,20.9033506211,14.8981202358
台北市,信義區,6300200-020,國業里,20.9033506211,14.8981202358
台北市,信義區,6300200-021,松隆里,49.9723366242,110.778143512
台北市,信義區,6300200-022,松友里,49.9723366242,43.967106239
台北市,信義區,6300200-023,松光里,20.9033506211,14.8981202358
台北市,信義區,6300200-024,中坡里,49.9723366242,43.967106239
台北市,信義區,6300200-025,中行里,49.9723366242,110.778143512
台北市,信義區,6300200-026,大道里,20.9033506211,14.8981202358
台北市,信義區,6300200-027,大仁里,20.9033506211,14.8981202358
台北市,信義區,6300200-028,景新里,20.9033506211,14.8981202358
台北市,信義區,6300200-029,惠安里,49.9723366242,43.967106239
台北市,信義區,6300200-030,三張里,20.9033506211,14.8981202358
台北市,信義區,6300200-031,三犁里,119.684016643,113.678786258
